Region,Technology,Data Type,Year,Electricity statistics
Europe,Total non-renewable,Electricity Generation (GWh),2018,2497929.44
Europe,Total non-renewable,Electricity Generation (GWh),2019,2403506.06
Europe,Total non-renewable,Electricity Generation (GWh),2020,2163514.54
Europe,Total non-renewable,Electricity Generation (GWh),2021,2272192.36
Europe,Total non-renewable,Electricity Generation (GWh),2022,2150585.26
Europe,Total non-renewable,Electricity Generation (GWh),2023,-
Europe,Total non-renewable,Electricity Installed Capacity (MW),2000,632586.77
Europe,Total non-renewable,Electricity Installed Capacity (MW),2001,636109.21
Europe,Total non-renewable,Electricity Installed Capacity (MW),2002,640090.92
Europe,Total non-renewable,Electricity Installed Capacity (MW),2003,637248.64
Europe,Total non-renewable,Electricity Installed Capacity (MW),2004,653431.28
Europe,Total non-renewable,Electricity Installed Capacity (MW),2005,652611.4
Europe,Total non-renewable,Electricity Installed Capacity (MW),2006,660013.79
Europe,Total non-renewable,Electricity Installed Capacity (MW),2007,667378.92
Europe,Total non-renewable,Electricity Installed Capacity (MW),2008,675652.4
Europe,Total non-renewable,Electricity Installed Capacity (MW),2009,682392.2
Europe,Total non-renewable,Electricity Installed Capacity (MW),2010,699800.82
Europe,Total non-renewable,Electricity Installed Capacity (MW),2011,699116.31
Europe,Total non-renewable,Electricity Installed Capacity (MW),2012,693334.14
Europe,Total non-renewable,Electricity Installed Capacity (MW),2013,681180.82
Europe,Total non-renewable,Electricity Installed Capacity (MW),2014,679476.97
Europe,Total non-renewable,Electricity Installed Capacity (MW),2015,661476.28
Europe,Total non-renewable,Electricity Installed Capacity (MW),2016,649312.67
Europe,Total non-renewable,Electricity Installed Capacity (MW),2017,640381.86
Europe,Total non-renewable,Electricity Installed Capacity (MW),2018,644331.77
Europe,Total non-renewable,Electricity Installed Capacity (MW),2019,625254.52
Europe,Total non-renewable,Electricity Installed Capacity (MW),2020,613297.52
Europe,Total non-renewable,Electricity Installed Capacity (MW),2021,604762.3
Europe,Total non-renewable,Electricity Installed Capacity (MW),2022,599124.13
Europe,Total non-renewable,Electricity Installed Capacity (MW),2023,595330.09
Europe,Pumped storage,Electricity Generation (GWh),2000,34171.56
Europe,Pumped storage,Electricity Generation (GWh),2001,33849.08
Europe,Pumped storage,Electricity Generation (GWh),2002,38584.78
Europe,Pumped storage,Electricity Generation (GWh),2003,36981.44
Europe,Pumped storage,Electricity Generation (GWh),2004,37574.19
Europe,Pumped storage,Electricity Generation (GWh),2005,39852.24
Europe,Pumped storage,Electricity Generation (GWh),2006,39640.02
Europe,Pumped storage,Electricity Generation (GWh),2007,38317.06
Europe,Pumped storage,Electricity Generation (GWh),2008,36860.03
Europe,Pumped storage,Electricity Generation (GWh),2009,36042.53
Europe,Pumped storage,Electricity Generation (GWh),2010,35975.29
Europe,Pumped storage,Electricity Generation (GWh),2011,32438.08
Europe,Pumped storage,Electricity Generation (GWh),2012,34842.7
Europe,Pumped storage,Electricity Generation (GWh),2013,34929.62
Europe,Pumped storage,Electricity Generation (GWh),2014,35278.14
Europe,Pumped storage,Electricity Generation (GWh),2015,35049.96
Europe,Pumped storage,Electricity Generation (GWh),2016,35160.07
Europe,Pumped storage,Electricity Generation (GWh),2017,37057.88
Europe,Pumped storage,Electricity Generation (GWh),2018,34835.37
Europe,Pumped storage,Electricity Generation (GWh),2019,32960.49
Europe,Pumped storage,Electricity Generation (GWh),2020,36296.75
Europe,Pumped storage,Electricity Generation (GWh),2021,34400.03
Europe,Pumped storage,Electricity Generation (GWh),2022,40292.85
Europe,Pumped storage,Electricity Generation (GWh),2023,-
Europe,Pumped storage,Electricity Installed Capacity (MW),2000,24584.95
Europe,Pumped storage,Electricity Installed Capacity (MW),2001,24720.95
Europe,Pumped storage,Electricity Installed Capacity (MW),2002,24792.95
Europe,Pumped storage,Electricity Installed Capacity (MW),2003,24455.95
Europe,Pumped storage,Electricity Installed Capacity (MW),2004,25038.95
Europe,Pumped storage,Electricity Installed Capacity (MW),2005,25767.95
Europe,Pumped storage,Electricity Installed Capacity (MW),2006,25699.95
Europe,Pumped storage,Electricity Installed Capacity (MW),2007,25924.95
Europe,Pumped storage,Electricity Installed Capacity (MW),2008,25916.95
Europe,Pumped storage,Electricity Installed Capacity (MW),2009,26764.45
Europe,Pumped storage,Electricity Installed Capacity (MW),2010,26997.45
Europe,Pumped storage,Electricity Installed Capacity (MW),2011,26988.11
Europe,Pumped storage,Electricity Installed Capacity (MW),2012,26827.11
Europe,Pumped storage,Electricity Installed Capacity (MW),2013,27730.06
Europe,Pumped storage,Electricity Installed Capacity (MW),2014,28199.06
Europe,Pumped storage,Electricity Installed Capacity (MW),2015,28380.06
Europe,Pumped storage,Electricity Installed Capacity (MW),2016,28680.1
Europe,Pumped storage,Electricity Installed Capacity (MW),2017,28463.98
Europe,Pumped storage,Electricity Installed Capacity (MW),2018,28360.48
Europe,Pumped storage,Electricity Installed Capacity (MW),2019,28360.48
Europe,Pumped storage,Electricity Installed Capacity (MW),2020,28365.44
Europe,Pumped storage,Electricity Installed Capacity (MW),2021,28689.44
Europe,Pumped storage,Electricity Installed Capacity (MW),2022,28676.06
Europe,Pumped storage,Electricity Installed Capacity (MW),2023,28871.06
Europe,Fossil fuels,Electricity Generation (GWh),2000,1789863.5
Europe,Fossil fuels,Electricity Generation (GWh),2001,1809226.85
Europe,Fossil fuels,Electricity Generation (GWh),2002,1866105.6
Europe,Fossil fuels,Electricity Generation (GWh),2003,1956269.87
Europe,Fossil fuels,Electricity Generation (GWh),2004,1949233.9
Europe,Fossil fuels,Electricity Generation (GWh),2005,1970679.28
Europe,Fossil fuels,Electricity Generation (GWh),2006,2010985.45
Europe,Fossil fuels,Electricity Generation (GWh),2007,2055251.63
Europe,Fossil fuels,Electricity Generation (GWh),2008,2015328.62
Europe,Fossil fuels,Electricity Generation (GWh),2009,1846572.72
Europe,Fossil fuels,Electricity Generation (GWh),2010,1894151.09
Europe,Fossil fuels,Electricity Generation (GWh),2011,1858088.16
Europe,Fossil fuels,Electricity Generation (GWh),2012,1781330.73
Europe,Fossil fuels,Electricity Generation (GWh),2013,1669770.12
Europe,Fossil fuels,Electricity Generation (GWh),2014,1531780.89
Europe,Fossil fuels,Electricity Generation (GWh),2015,1547252.31
Europe,Fossil fuels,Electricity Generation (GWh),2016,1575092.31
Europe,Fossil fuels,Electricity Generation (GWh),2017,1581470.35
Europe,Fossil fuels,Electricity Generation (GWh),2018,1493870.86
Europe,Fossil fuels,Electricity Generation (GWh),2019,1407134.7
Europe,Fossil fuels,Electricity Generation (GWh),2020,1260522.8
Europe,Fossil fuels,Electricity Generation (GWh),2021,1331193.04
Europe,Fossil fuels,Electricity Generation (GWh),2022,1326713.17
Europe,Fossil fuels,Electricity Generation (GWh),2023,-
Europe,Fossil fuels,Electricity Installed Capacity (MW),2000,453291.37
Europe,Fossil fuels,Electricity Installed Capacity (MW),2001,456137.01
Europe,Fossil fuels,Electricity Installed Capacity (MW),2002,458720.22
Europe,Fossil fuels,Electricity Installed Capacity (MW),2003,456596.94
Europe,Fossil fuels,Electricity Installed Capacity (MW),2004,470494.08
Europe,Fossil fuels,Electricity Installed Capacity (MW),2005,469633.13
Europe,Fossil fuels,Electricity Installed Capacity (MW),2006,477757.79
Europe,Fossil fuels,Electricity Installed Capacity (MW),2007,486170.43
Europe,Fossil fuels,Electricity Installed Capacity (MW),2008,494054.78
Europe,Fossil fuels,Electricity Installed Capacity (MW),2009,500075.96
Europe,Fossil fuels,Electricity Installed Capacity (MW),2010,517721.92
Europe,Fossil fuels,Electricity Installed Capacity (MW),2011,516376.53
Europe,Fossil fuels,Electricity Installed Capacity (MW),2012,519472.46
Europe,Fossil fuels,Electricity Installed Capacity (MW),2013,506437.71
Europe,Fossil fuels,Electricity Installed Capacity (MW),2014,503748.92
Europe,Fossil fuels,Electricity Installed Capacity (MW),2015,486509.29
Europe,Fossil fuels,Electricity Installed Capacity (MW),2016,473831.38
Europe,Fossil fuels,Electricity Installed Capacity (MW),2017,465945.86
Europe,Fossil fuels,Electricity Installed Capacity (MW),2018,470192.68
Europe,Fossil fuels,Electricity Installed Capacity (MW),2019,451664.62
Europe,Fossil fuels,Electricity Installed Capacity (MW),2020,444272.94
Europe,Fossil fuels,Electricity Installed Capacity (MW),2021,437114.35
Europe,Fossil fuels,Electricity Installed Capacity (MW),2022,436152.87
Europe,Fossil fuels,Electricity Installed Capacity (MW),2023,438070.57
Europe,Nuclear,Electricity Generation (GWh),2000,1048780
Europe,Nuclear,Electricity Generation (GWh),2001,1081966
Europe,Nuclear,Electricity Generation (GWh),2002,1095420
Europe,Nuclear,Electricity Generation (GWh),2003,1104753
Europe,Nuclear,Electricity Generation (GWh),2004,1122417
Europe,Nuclear,Electricity Generation (GWh),2005,1109796
Europe,Nuclear,Electricity Generation (GWh),2006,1107921
Europe,Nuclear,Electricity Generation (GWh),2007,1055744
Europe,Nuclear,Electricity Generation (GWh),2008,1054756
Europe,Nuclear,Electricity Generation (GWh),2009,1004620
Europe,Nuclear,Electricity Generation (GWh),2010,1032101
Europe,Nuclear,Electricity Generation (GWh),2011,1023706.76
Europe,Nuclear,Electricity Generation (GWh),2012,997944.02
Europe,Nuclear,Electricity Generation (GWh),2013,986028.67
Europe,Nuclear,Electricity Generation (GWh),2014,992244.01
Europe,Nuclear,Electricity Generation (GWh),2015,967736.85
Europe,Nuclear,Electricity Generation (GWh),2016,941780.76
Europe,Nuclear,Electricity Generation (GWh),2017,935671.27
Europe,Nuclear,Electricity Generation (GWh),2018,936918
Europe,Nuclear,Electricity Generation (GWh),2019,930942.49
Europe,Nuclear,Electricity Generation (GWh),2020,834356.2
Europe,Nuclear,Electricity Generation (GWh),2021,873509.45
Europe,Nuclear,Electricity Generation (GWh),2022,748017.06
Europe,Nuclear,Electricity Generation (GWh),2023,-
Europe,Nuclear,Electricity Installed Capacity (MW),2000,151922
Europe,Nuclear,Electricity Installed Capacity (MW),2001,151953
Europe,Nuclear,Electricity Installed Capacity (MW),2002,153142
Europe,Nuclear,Electricity Installed Capacity (MW),2003,151873
Europe,Nuclear,Electricity Installed Capacity (MW),2004,153462
Europe,Nuclear,Electricity Installed Capacity (MW),2005,152049
Europe,Nuclear,Electricity Installed Capacity (MW),2006,150861
Europe,Nuclear,Electricity Installed Capacity (MW),2007,149773
Europe,Nuclear,Electricity Installed Capacity (MW),2008,150075
Europe,Nuclear,Electricity Installed Capacity (MW),2009,149504
Europe,Nuclear,Electricity Installed Capacity (MW),2010,148708
Europe,Nuclear,Electricity Installed Capacity (MW),2011,149089
Europe,Nuclear,Electricity Installed Capacity (MW),2012,140185
Europe,Nuclear,Electricity Installed Capacity (MW),2013,139973
Europe,Nuclear,Electricity Installed Capacity (MW),2014,140547
Europe,Nuclear,Electricity Installed Capacity (MW),2015,139041
Europe,Nuclear,Electricity Installed Capacity (MW),2016,138899
Europe,Nuclear,Electricity Installed Capacity (MW),2017,137868.29
Europe,Nuclear,Electricity Installed Capacity (MW),2018,137584.29
Europe,Nuclear,Electricity Installed Capacity (MW),2019,136298.29
Europe,Nuclear,Electricity Installed Capacity (MW),2020,132352.29
Europe,Nuclear,Electricity Installed Capacity (MW),2021,130798.29
Europe,Nuclear,Electricity Installed Capacity (MW),2022,125886.29
Europe,Nuclear,Electricity Installed Capacity (MW),2023,120323
Europe,Other non-renewable energy,Electricity Generation (GWh),2000,14516.7
Europe,Other non-renewable energy,Electricity Generation (GWh),2001,19373.66
Europe,Other non-renewable energy,Electricity Generation (GWh),2002,19292.54
Europe,Other non-renewable energy,Electricity Generation (GWh),2003,17012.94
Europe,Other non-renewable energy,Electricity Generation (GWh),2004,20581.02
Europe,Other non-renewable energy,Electricity Generation (GWh),2005,26001
Europe,Other non-renewable energy,Electricity Generation (GWh),2006,23048.86
Europe,Other non-renewable energy,Electricity Generation (GWh),2007,22537.57
Europe,Other non-renewable energy,Electricity Generation (GWh),2008,22362.96
Europe,Other non-renewable energy,Electricity Generation (GWh),2009,22638.8
Europe,Other non-renewable energy,Electricity Generation (GWh),2010,24652.08
Europe,Other non-renewable energy,Electricity Generation (GWh),2011,26277.53
Europe,Other non-renewable energy,Electricity Generation (GWh),2012,26376.78
Europe,Other non-renewable energy,Electricity Generation (GWh),2013,26359.53
Europe,Other non-renewable energy,Electricity Generation (GWh),2014,28111.73
Europe,Other non-renewable energy,Electricity Generation (GWh),2015,30353.04
Europe,Other non-renewable energy,Electricity Generation (GWh),2016,31650.7
Europe,Other non-renewable energy,Electricity Generation (GWh),2017,32815.02
Europe,Other non-renewable energy,Electricity Generation (GWh),2018,32305.21
Europe,Other non-renewable energy,Electricity Generation (GWh),2019,32468.39
Europe,Other non-renewable energy,Electricity Generation (GWh),2020,32338.8
Europe,Other non-renewable energy,Electricity Generation (GWh),2021,33089.84
Europe,Other non-renewable energy,Electricity Generation (GWh),2022,35562.2
Europe,Other non-renewable energy,Electricity Generation (GWh),2023,-
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2000,2788.45
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2001,3298.25
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2002,3435.75
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2003,4322.75
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2004,4436.25
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2005,5161.32
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2006,5695.05
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2007,5510.54
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2008,5605.67
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2009,6047.8
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2010,6373.45
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2011,6662.67
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2012,6849.56
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2013,7040.05
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2014,6981.99
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2015,7545.92
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2016,7902.19
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2017,8103.73
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2018,8194.33
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2019,8931.13
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2020,8306.85
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2021,8160.22
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2022,8408.91
